# Wordlist



# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	WANGID	COGID	SWGLOSS	SWID	PROTO
3884	Taiyuan	live(alive)	146	活	1	1066	live (V)	3610	活
3885	Yuci	live(alive)	146	活	1	1066	live (V)	3610	活
3886	Changsha	live(alive)	146	活	1	1066	live (V)	3610	活
3887	Shuangfeng	live(alive)	146	活	1	1066	live (V)	3610	活
#
1245	Guangzhou	liver	50	肝	0	266	liver	3613	肝
1246	Guangzhou	liver	50	月-闰[指动物的肝]	1	265	liver	3613	月-闰[指动物的肝]
1247	Suzhou	liver	50	肝	0	266	liver	3613	肝
1248	Meixian	liver	50	肝	0	266	liver	3613	肝
1249	Nanchang	liver	50	肝	0	266	liver	3613	肝
1250	Fuzhou	liver	50	肝	0	266	liver	3613	肝
1251	Ningxia	liver	50	肝	0	266	liver	3613	肝
1252	Lianchang	liver	50	肝	0	266	liver	3613	肝
1253	Ningbo	liver	50	肝	0	266	liver	3613	肝
1254	Yingshan	liver	50	肝	0	266	liver	3613	肝
1255	Chengdu	liver	50	肝	0	266	liver	3613	肝
1256	Zhanping	liver	50	肝	0	266	liver	3613	肝
1257	Shanghai	liver	50	肝	0	266	liver	3613	肝
1258	Shanghai_B	liver	50	肝	0	266	liver	3613	肝
1259	Xiamen	liver	50	肝	0	266	liver	3613	肝
1260	Anyi	liver	50	肝	0	266	liver	3613	肝
1261	Beijing	liver	50	肝儿	0a	264	liver	3613	肝儿
1262	Wenzhou	liver	50	肝	0	266	liver	3613	肝
1263	Taibei	liver	50	kuaN44肝	0	266	liver	3613	肝
1264	Wuhan	liver	50	肝	0	266	liver	3613	肝
1265	Taiyuan	liver	50	肝	0	266	liver	3613	肝
1266	Yuci	liver	50	肝	0	266	liver	3613	肝
1267	Changsha	liver	50	肝	0	266	liver	3613	肝
1268	Shuangfeng	liver	50	肝	0	266	liver	3613	肝
#
1269	Guangzhou	long	51	长	0	268	long	3639	长
1270	Suzhou	long	51	长	0	268	long	3639	长
1271	Meixian	long	51	长	0	268	long	3639	长
1272	Nanchang	long	51	长	0	268	long	3639	长
1273	Fuzhou	long	51	长	0	268	long	3639	长
1274	Ningxia	long	51	长	0	268	long	3639	长
1275	Lianchang	long	51	长	0	268	long	3639	长
1276	Ningbo	long	51	长	0	268	long	3639	长
1277	Yingshan	long	51	长	0	268	long	3639	长
1278	Chengdu	long	51	长	0	268	long	3639	长
1279	Zhanping	long	51	长	0	268	long	3639	长
1280	Shanghai	long	51	长	0	268	long	3639	长
1281	Shanghai_B	long	51	长	0	268	long	3639	长
1282	Xiamen	long	51	长	0	268	long	3639	长
1283	Anyi	long	51	猛[mang3]	0	268	long	3639	长
1284	Anyi	long	51	長	1	267	long	3639	長
1285	Beijing	long	51	长	0	268	long	3639	长
1286	Wenzhou	long	51	长	0	268	long	3639	长
1287	Taibei	long	51	tng13長	0	268	long	3639	长
1288	Wuhan	long	51	长	0	268	long	3639	长
1289	Taiyuan	long	51	长	0	268	long	3639	长
1290	Yuci	long	51	长	0	268	long	3639	长
1291	Changsha	long	51	长	0	268	long	3639	长
1292	Shuangfeng	long	51	长	0	268	long	3639	长
#
1293	Guangzhou	louse	52	虱乸	0c	273	louse	3684	虱母
1294	Suzhou	louse	52	老白虱	de0	269	louse	3684	老白虱
1295	Meixian	louse	52	虱ma	0d	274	louse	3684	虱妈
1296	Nanchang	louse	52	虱	0	270	louse	3684	虱
1297	Fuzhou	louse	52	虱母	0c	273	louse	3684	虱母
1298	Ningxia	louse	52	虱子	0b	272	louse	3684	虱子
1299	Lianchang	louse	52	虱妈	0d	274	louse	3684	虱妈
1300	Ningbo	louse	52	虱	0	270	louse	3684	虱
1301	Yingshan	louse	52	虱子	0b	272	louse	3684	虱子
1302	Chengdu	louse	52	虱	0	270	louse	3684	虱
1303	Zhanping	louse	52	虱母	0c	273	louse	3684	虱母
1304	Shanghai	louse	52	老白虱	de0	269	louse	3684	老白虱
1305	Shanghai_B	louse	52	老白虱	de0	269	louse	3684	老白虱
1306	Xiamen	louse	52	虱母	0c	273	louse	3684	虱母
1307	Anyi	louse	52	虱	0	270	louse	3684	虱
1308	Beijing	louse	52	虱子	0b	272	louse	3684	虱子
1309	Wenzhou	louse	52	虱	0	270	louse	3684	虱
1310	Taibei	louse	52	sat32 bu53虱母	0c	273	louse	3684	虱母
1311	Wuhan	louse	52	虱子	0b	272	louse	3684	虱子
1312	Taiyuan	louse	52	虱子	0b	272	louse	3684	虱子
1313	Yuci	louse	52	虱子	0b	272	louse	3684	虱子
1314	Changsha	louse	52	虱婆子	0ab	271	louse	3684	虱婆子
1315	Shuangfeng	louse	52	虱婆子	0ab	271	louse	3684	虱婆子
#
1316	Guangzhou	man	53	男人	1	279	man	3747	男的
1317	Guangzhou	man	53	佬	13	285	man	3747	佬
1318	Suzhou	man	53	男	0	280	man	3747	男
1319	Suzhou	man	53	男子客	0cd	281	man	3747	男子客
1320	Meixian	man	53	男子人	4	277	man	3747	爷们儿
1321	Nanchang	man	53	男个	0b	286	man	3747	男个
1322	Fuzhou	man	53	唐*夫农	11	283	man	3747	唐*夫农
1323	Fuzhou	man	53	男界*	0b	286	man	3747	男个
1324	Ningxia	man	53	男人	1	279	man	3747	男的
1325	Lianchang	man	53	男子	0c	287	man	3747	男子
1326	Ningbo	man	53	男	0	280	man	3747	男
1327	Yingshan	man	53	男的	0a	284	man	3747	男的
1328	Yingshan	man	53	男将	3	278	man	3747	男将
1329	Chengdu	man	53	男	0	280	man	3747	男
1330	Zhanping	man	53	丈夫侬：读tiong5 pu1 lang2	11	283	man	3747	唐*夫农
1331	Shanghai	man	53	男人	1	279	man	3747	男的
1332	Shanghai_B	man	53	男人	1	279	man	3747	男的
1333	Xiamen	man	53	ta55 夫	12	282	man	3747	ta55 夫
1334	Xiamen	man	53	ta55 夫侬	11	283	man	3747	唐*夫农
1335	Anyi	man	53	男个	0b	286	man	3747	男个
1336	Anyi	man	53	男人	1	279	man	3747	男的
1337	Beijing	man	53	男的	0a	284	man	3747	男的
1338	Beijing	man	53	爷们儿	4	277	man	3747	爷们儿
1339	Wenzhou	man	53	男个	0b	286	man	3747	男个
1340	Wenzhou	man	53	男子客	0ac	275	man	3747	男子客
1341	Taibei	man	53	ta44 poo44 ?夫	11	283	man	3747	唐*夫农
1342	Wuhan	man	53	男的	2a	288	man	3747	男的
1343	Wuhan	man	53	男将	3	278	man	3747	男将
1344	Taiyuan	man	53	男人	1	279	man	3747	男的
1345	Taiyuan	man	53	男的	2a	288	man	3747	男的
1346	Yuci	man	53	男人	1	279	man	3747	男的
1347	Yuci	man	53	男的	2a	288	man	3747	男的
1348	Changsha	man	53	男的	1	279	man	3747	男的
1349	Changsha	man	53	男人家	2a	288	man	3747	男的
1350	Shuangfeng	man	53	男人家	1a	276	man	3747	男人家
#
1351	Guangzhou	many	54	多	0	291	many	3759	多
1352	Suzhou	many	54	多	0	291	many	3759	多
1353	Suzhou	many	54	交关	2	289	many	3759	交关
1354	Meixian	many	54	多	0	291	many	3759	多
1355	Nanchang	many	54	多	0	291	many	3759	多
1356	Fuzhou	many	54	禾-齐	1	290	many	3759	侪
1357	Ningxia	many	54	多	0	291	many	3759	多
1358	Lianchang	many	54	多	0	291	many	3759	多
1359	Ningbo	many	54	多	0	291	many	3759	多
1360	Yingshan	many	54	多	0	291	many	3759	多
1361	Chengdu	many	54	多	0	291	many	3759	多
1362	Zhanping	many	54	侪	1	290	many	3759	侪
1363	Shanghai	many	54	多	0	291	many	3759	多
1364	Shanghai_B	many	54	多	0	291	many	3759	多
1365	Xiamen	many	54	禾-齐	1	290	many	3759	侪
1366	Anyi	many	54	多	0	291	many	3759	多
1367	Beijing	many	54	多	0	291	many	3759	多
1368	Wenzhou	many	54	多	0	291	many	3759	多
1369	Taibei	many	54	tsue33穧?	1	290	many	3759	侪
1370	Wuhan	many	54	多	0	291	many	3759	多
1371	Taiyuan	many	54	多	0	291	many	3759	多
1372	Yuci	many	54	多	0	291	many	3759	多
1373	Changsha	many	54	多	0	291	many	3759	多
1374	Shuangfeng	many	54	多	0	291	many	3759	多
#
1375	Guangzhou	moon	55	月光	0a	295	moon	3938	月光
1376	Suzhou	moon	55	月亮	0b	296	moon	3938	月亮
1377	Meixian	moon	55	月光	0a	295	moon	3938	月光
1378	Nanchang	moon	55	月光	0a	295	moon	3938	月光
1379	Nanchang	moon	55	月亮	0b	296	moon	3938	月亮
1380	Fuzhou	moon	55	月	0	293	moon	3938	月
1381	Ningxia	moon	55	月亮	0b	296	moon	3938	月亮
1382	Lianchang	moon	55	月光	0a	295	moon	3938	月光
1383	Lianchang	moon	55	热光	1a	292	moon	3938	热光
1384	Ningbo	moon	55	月亮	0b	296	moon	3938	月亮
1385	Yingshan	moon	55	月亮	0b	296	moon	3938	月亮
1386	Chengdu	moon	55	月亮	0b	296	moon	3938	月亮
1387	Zhanping	moon	55	月	0	293	moon	3938	月
1388	Shanghai	moon	55	月亮	0b	296	moon	3938	月亮
1389	Shanghai_B	moon	55	月亮	0b	296	moon	3938	月亮
1390	Xiamen	moon	55	月，月娘	0	293	moon	3938	月
1391	Anyi	moon	55	月光	0a	295	moon	3938	月光
1392	Beijing	moon	55	月亮	0b	296	moon	3938	月亮
1393	Wenzhou	moon	55	月光	0a	295	moon	3938	月光
1394	Wenzhou	moon	55	月光佛	0ad	299	moon	3938	月光佛
1395	Taibei	moon	55	gueh33 liuN13月娘	0c	297	moon	3938	gueh33 liuN13月娘
1396	Wuhan	moon	55	月亮	0b	296	moon	3938	月亮
1397	Taiyuan	moon	55	月明[爷]	0e	298	moon	3938	月明[爷]
1398	Taiyuan	moon	55	月明[爷]	0ef	294	moon	3938	月明[爷]
1399	Yuci	moon	55	月（儿）	0	293	moon	3938	月
1400	Yuci	moon	55	月（儿）	0a	295	moon	3938	月光
1401	Changsha	moon	55	月亮	0b	296	moon	3938	月亮
1402	Shuangfeng	moon	55	月光	0a	295	moon	3938	月光
#
3888	Guangzhou	mother	147	老母	a2	1069	mother	3950	老母
3889	Guangzhou	mother	147	阿妈	b3	1076	mother	3950	阿妈
3890	Guangzhou	mother	147	妈妈	3b	1085	mother	3950	妈妈
3891	Suzhou	mother	147	娘	1	1075	mother	3950	娘
3892	Suzhou	mother	147	姆妈	{23}	1083	mother	3950	姆妈
3893	Meixian	mother	147	女-哀子	6	1070	mother	3950	女-哀子
3894	Nanchang	mother	147	姆妈	{23}	1083	mother	3950	姆妈
3895	Nanchang	mother	147	娘（背称）	1	1075	mother	3950	娘
3896	Fuzhou	mother	147	娘奶	{14}	1081	mother	3950	娘奶
3897	Fuzhou	mother	147	依*妈	c3	1084	mother	3950	依*妈
3898	Fuzhou	mother	147	依*奶	c4	1079	mother	3950	依*奶
3899	Ningxia	mother	147	妈	3	1073	mother	3950	妈
3900	Lianchang	mother	147	*弥+女[背称]	5	1071	mother	3950	*弥+女[背称]
3901	Ningbo	mother	147	姆妈	{23}	1083	mother	3950	姆妈
3902	Ningbo	mother	147	阿妈	b3	1076	mother	3950	阿妈
3903	Yingshan	mother	147	妈	3	1073	mother	3950	妈
3904	Chengdu	mother	147	妈[妈]	3	1073	mother	3950	妈
3905	Chengdu	mother	147	妈[妈]	3b	1085	mother	3950	妈妈
3906	Zhanping	mother	147	娘li3	1	1075	mother	3950	娘
3907	Zhanping	mother	147	姆妈	{23}	1083	mother	3950	姆妈
3908	Shanghai	mother	147	娘	1	1075	mother	3950	娘
3909	Shanghai_B	mother	147	m ma	{23}	1083	mother	3950	姆妈
3910	Xiamen	mother	147	老母	a2	1069	mother	3950	老母
3911	Xiamen	mother	147	阿母	b2	1082	mother	3950	阿母
3912	Anyi	mother	147	娘(背稱),姆媽(面稱)	1	1075	mother	3950	娘
3913	Beijing	mother	147	妈[妈]	3	1073	mother	3950	妈
3914	Beijing	mother	147	妈[妈]	3b	1085	mother	3950	妈妈
3915	Beijing	mother	147	娘	1	1075	mother	3950	娘
3916	Wenzhou	mother	147	阿Ú奶	b4	1080	mother	3950	阿Ú奶
3917	Wenzhou	mother	147	Ú奶、	4	1072	mother	3950	Ú奶、
3918	Taibei	mother	147	lau33 bu53老母	a2	1069	mother	3950	老母
3919	Wuhan	mother	147	姆妈	{23}	1083	mother	3950	姆妈
3920	Wuhan	mother	147	妈妈	3b	1085	mother	3950	妈妈
3921	Taiyuan	mother	147	妈妈	3b	1085	mother	3950	妈妈
3922	Taiyuan	mother	147	妈	3	1073	mother	3950	妈
3923	Yuci	mother	147	妈来	3d	1078	mother	3950	妈来
3924	Changsha	mother	147	娘[老子]	1b	1068	mother	3950	娘[老子]
3925	Changsha	mother	147	妈妈	3a	1077	mother	3950	妈妈
3926	Changsha	mother	147	姆妈	{23}	1083	mother	3950	姆妈
3927	Shuangfeng	mother	147	娘	1	1075	mother	3950	娘
3928	Shuangfeng	mother	147	姆[]ma$~33	2	1074	mother	3950	姆[]ma$~33
#
1403	Guangzhou	mountain	56	山	0	301	mountain	3963	山
1404	Suzhou	mountain	56	山	0	301	mountain	3963	山
1405	Meixian	mountain	56	山	0	301	mountain	3963	山
1406	Nanchang	mountain	56	山	0	301	mountain	3963	山
1407	Fuzhou	mountain	56	山	0	301	mountain	3963	山
1408	Ningxia	mountain	56	山	0	301	mountain	3963	山
1409	Lianchang	mountain	56	山	0	301	mountain	3963	山
1410	Ningbo	mountain	56	山	0	301	mountain	3963	山
1411	Yingshan	mountain	56	山	0	301	mountain	3963	山
1412	Chengdu	mountain	56	山	0	301	mountain	3963	山
1413	Zhanping	mountain	56	山	0	301	mountain	3963	山
1414	Shanghai	mountain	56	山	0	301	mountain	3963	山
1415	Shanghai_B	mountain	56	山	0	301	mountain	3963	山
1416	Xiamen	mountain	56	山	0	301	mountain	3963	山
1417	Anyi	mountain	56	岭	1	300	mountain	3963	岭
1418	Anyi	mountain	56	山	0	301	mountain	3963	山
1419	Beijing	mountain	56	山	0	301	mountain	3963	山
1420	Wenzhou	mountain	56	山	0	301	mountain	3963	山
1421	Taibei	mountain	56	suaN44山	0	301	mountain	3963	山
1422	Wuhan	mountain	56	山	0	301	mountain	3963	山
1423	Taiyuan	mountain	56	山	0	301	mountain	3963	山
1424	Yuci	mountain	56	山	0	301	mountain	3963	山
1425	Changsha	mountain	56	山	0	301	mountain	3963	山
1426	Shuangfeng	mountain	56	山	0	301	mountain	3963	山
#
1427	Guangzhou	mouth	57	嘴	1	310	mouth	3968	嘴
1428	Guangzhou	mouth	57	口	0	311	mouth	3968	嘴
1429	Suzhou	mouth	57	嘴巴	1a	305	mouth	3968	嘴巴
1430	Meixian	mouth	57	啜	4	307	mouth	3968	啜
1431	Nanchang	mouth	57	嘴巴	1a	305	mouth	3968	嘴巴
1432	Fuzhou	mouth	57	喙	2	309	mouth	3968	喙
1433	Ningxia	mouth	57	嘴	0	311	mouth	3968	嘴
1434	Lianchang	mouth	57	喙	2	309	mouth	3968	喙
1435	Ningbo	mouth	57	嘴巴	1a	305	mouth	3968	嘴巴
1436	Yingshan	mouth	57	叽巴	3	308	mouth	3968	叽巴
1437	Chengdu	mouth	57	嘴	0	311	mouth	3968	嘴
1438	Zhanping	mouth	57	喙（佬）	2	309	mouth	3968	喙
1439	Zhanping	mouth	57	喙（佬）	2d	312	mouth	3968	喙（佬）
1440	Shanghai	mouth	57	嘴巴	1a	305	mouth	3968	嘴巴
1441	Shanghai_B	mouth	57	嘴巴	1a	305	mouth	3968	嘴巴
1442	Xiamen	mouth	57	喙	2	309	mouth	3968	喙
1443	Anyi	mouth	57	嘴咙	1f	302	mouth	3968	嘴咙
1444	Beijing	mouth	57	嘴	1	310	mouth	3968	嘴
1445	Wenzhou	mouth	57	嘴[嘴]	1c	303	mouth	3968	嘴[嘴]
1446	Taibei	mouth	57	tshui31喙	2	309	mouth	3968	喙
1447	Wuhan	mouth	57	嘴[巴[子]]	1(ab)	306	mouth	3968	嘴[巴[子]]
1448	Wuhan	mouth	57	嘴[巴[子]]	1ab	304	mouth	3968	嘴[巴[子]]
1449	Taiyuan	mouth	57	嘴	1	310	mouth	3968	嘴
1450	Yuci	mouth	57	嘴	1	310	mouth	3968	嘴
1451	Changsha	mouth	57	嘴巴	1a	305	mouth	3968	嘴巴
1452	Shuangfeng	mouth	57	嘴巴	1a	305	mouth	3968	嘴巴
#
1453	Guangzhou	name	58	名	0	316	name	4019	名
1454	Suzhou	name	58	名字	{01}	315	name	4019	名子
1455	Meixian	name	58	名	0	316	name	4019	名
1456	Nanchang	name	58	名字	{01}	315	name	4019	名子
1457	Fuzhou	name	58	名字	{01}	315	name	4019	名子
1458	Ningxia	name	58	名字	{01}	315	name	4019	名子
1459	Lianchang	name	58	名字	{01}	315	name	4019	名子
1460	Ningbo	name	58	名字	{01}	315	name	4019	名子
1461	Yingshan	name	58	名字	{01}	315	name	4019	名子
1462	Chengdu	name	58	名字	{01}	315	name	4019	名子
1463	Zhanping	name	58	名（字）	{0(1)}	314	name	4019	名（字）
1464	Zhanping	name	58	名（字）	{01}	315	name	4019	名子
1465	Shanghai	name	58	名子	{01}	315	name	4019	名子
1466	Shanghai_B	name	58	名子	{01}	315	name	4019	名子
1467	Xiamen	name	58	名	0	316	name	4019	名
1468	Anyi	name	58	名字	{01}	315	name	4019	名子
1469	Beijing	name	58	名字	{01}	315	name	4019	名子
1470	Beijing	name	58	名儿	0a	313	name	4019	名儿
1471	Wenzhou	name	58	名字	{01}	315	name	4019	名子
1472	Taibei	name	58	biaN13名	0	316	name	4019	名
1473	Wuhan	name	58	名字	{01}	315	name	4019	名子
1474	Taiyuan	name	58	名字	{01}	315	name	4019	名子
1475	Yuci	name	58	名字	{01}	315	name	4019	名子
1476	Changsha	name	58	名字	{01}	315	name	4019	名子
1477	Shuangfeng	name	58	名字	{01}	315	name	4019	名子
#
3929	Guangzhou	narrow	148	窄	1	1087	narrow	4028	窄
3930	Suzhou	narrow	148	狭	0	1088	narrow	4028	狭
3931	Meixian	narrow	148	狭	0	1088	narrow	4028	狭
3932	Nanchang	narrow	148	狭	0	1088	narrow	4028	狭
3933	Fuzhou	narrow	148	窄	1	1087	narrow	4028	窄
3934	Fuzhou	narrow	148	狭	0	1088	narrow	4028	狭
3935	Ningxia	narrow	148	窄	1	1087	narrow	4028	窄
3936	Lianchang	narrow	148	狭	0	1088	narrow	4028	狭
3937	Ningbo	narrow	148	狭	0	1088	narrow	4028	狭
3938	Yingshan	narrow	148	窄	1	1087	narrow	4028	窄
3939	Chengdu	narrow	148	窄	1	1087	narrow	4028	窄
3940	Zhanping	narrow	148	狭	0	1088	narrow	4028	狭
3941	Shanghai	narrow	148	狭	0	1088	narrow	4028	狭
3942	Shanghai_B	narrow	148	狭	0	1088	narrow	4028	狭
3943	Xiamen	narrow	148	狭	0	1088	narrow	4028	狭
3944	Anyi	narrow	148	狭	0	1088	narrow	4028	狭
3945	Beijing	narrow	148	窄	1	1087	narrow	4028	窄
3946	Beijing	narrow	148	细溜	2	1086	narrow	4028	细溜
3947	Wenzhou	narrow	148	狭	0	1088	narrow	4028	狭
3948	Taibei	narrow	148	eh33狹	0	1088	narrow	4028	狭
3949	Wuhan	narrow	148	窄	1	1087	narrow	4028	窄
3950	Taiyuan	narrow	148	窄	1	1087	narrow	4028	窄
3951	Yuci	narrow	148	窄	1	1087	narrow	4028	窄
3952	Changsha	narrow	148	窄	1	1087	narrow	4028	窄
3953	Shuangfeng	narrow	148	狭	0	1088	narrow	4028	狭
#
3954	Guangzhou	near	149	近	0	1089	near	4039	近
3955	Suzhou	near	149	近	0	1089	near	4039	近
3956	Meixian	near	149	近	0	1089	near	4039	近
3957	Nanchang	near	149	近	0	1089	near	4039	近
3958	Fuzhou	near	149	近	0	1089	near	4039	近
3959	Ningxia	near	149	近	0	1089	near	4039	近
3960	Lianchang	near	149	近	0	1089	near	4039	近
3961	Ningbo	near	149	近	0	1089	near	4039	近
3962	Yingshan	near	149	近	0	1089	near	4039	近
3963	Chengdu	near	149	近	0	1089	near	4039	近
3964	Zhanping	near	149	近	0	1089	near	4039	近
3965	Shanghai	near	149	近	0	1089	near	4039	近
3966	Shanghai_B	near	149	近	0	1089	near	4039	近
3967	Xiamen	near	149	近	0	1089	near	4039	近
3968	Anyi	near	149	近	0	1089	near	4039	近
3969	Beijing	near	149	近	0	1089	near	4039	近
3970	Wenzhou	near	149	近	0	1089	near	4039	近
3971	Taibei	near	149	kin33近	0	1089	near	4039	近
3972	Wuhan	near	149	近	0	1089	near	4039	近
3973	Taiyuan	near	149	近	0	1089	near	4039	近
3974	Yuci	near	149	近	0	1089	near	4039	近
3975	Changsha	near	149	近	0	1089	near	4039	近
3976	Shuangfeng	near	149	近	0	1089	near	4039	近
#
1478	Guangzhou	neck	59	颈	0	324	neck	4046	颈
1479	Suzhou	neck	59	头颈	a0	319	neck	4046	头颈
1480	Suzhou	neck	59	头根	ab	328	neck	4046	头根
1481	Meixian	neck	59	颈筋	0h	325	neck	4046	颈筋
1482	Nanchang	neck	59	颈	0	324	neck	4046	颈
1483	Fuzhou	neck	59	脰骨	4g	321	neck	4046	脰骨
1484	Ningxia	neck	59	脖子	1d	318	neck	4046	脖子
1485	Lianchang	neck	59	颈骨	0g	333	neck	4046	颈骨
1486	Ningbo	neck	59	头颈	a0	319	neck	4046	头颈
1487	Yingshan	neck	59	颈瑯*骨	0fg	320	neck	4046	颈瑯*骨
1488	Chengdu	neck	59	颈项	{03}	326	neck	4046	颈项
1489	Zhanping	neck	59	颔颈：读am5 kin3	{20}	327	neck	4046	颔颈：读am5 kin3
1490	Shanghai	neck	59	头颈	a0	319	neck	4046	头颈
1491	Shanghai_B	neck	59	头颈	a0	319	neck	4046	头颈
1492	Xiamen	neck	59	颔管	2e	331	neck	4046	颔管
1493	Anyi	neck	59	颈	0	324	neck	4046	颈
1494	Beijing	neck	59	脖子	1d	318	neck	4046	脖子
1495	Wenzhou	neck	59	头颈	a0	319	neck	4046	头颈
1496	Taibei	neck	59	am33 kun53頷?	2	322	neck	4046	am33 kun53頷?
1497	Wuhan	neck	59	颈子	0d	332	neck	4046	颈子
1498	Taiyuan	neck	59	脖子	1d	318	neck	4046	脖子
1499	Yuci	neck	59	脖	1	323	neck	4046	脖
1500	Changsha	neck	59	颈根	0b	330	neck	4046	颈根
1501	Changsha	neck	59	颈箍	0c	317	neck	4046	颈箍
1502	Shuangfeng	neck	59	颈壳	0a	329	neck	4046	颈壳
#
1503	Guangzhou	new	60	新	0	334	new	4068	新
1504	Suzhou	new	60	新	0	334	new	4068	新
1505	Meixian	new	60	新	0	334	new	4068	新
1506	Nanchang	new	60	新	0	334	new	4068	新
1507	Fuzhou	new	60	新	0	334	new	4068	新
1508	Ningxia	new	60	新	0	334	new	4068	新
1509	Lianchang	new	60	新	0	334	new	4068	新
1510	Ningbo	new	60	新	0	334	new	4068	新
1511	Yingshan	new	60	新	0	334	new	4068	新
1512	Chengdu	new	60	新	0	334	new	4068	新
1513	Zhanping	new	60	新	0	334	new	4068	新
1514	Shanghai	new	60	新	0	334	new	4068	新
1515	Shanghai_B	new	60	新	0	334	new	4068	新
1516	Xiamen	new	60	新	0	334	new	4068	新
1517	Anyi	new	60	新	0	334	new	4068	新
1518	Beijing	new	60	新	0	334	new	4068	新
1519	Wenzhou	new	60	新	0	334	new	4068	新
1520	Taibei	new	60	sin44新	0	334	new	4068	新
1521	Wuhan	new	60	新	0	334	new	4068	新
1522	Taiyuan	new	60	新	0	334	new	4068	新
1523	Yuci	new	60	新	0	334	new	4068	新
1524	Changsha	new	60	新	0	334	new	4068	新
1525	Shuangfeng	new	60	新	0	334	new	4068	新
#
1526	Guangzhou	night	61	夜晚	{02}	339	night	4082	夜晚
1527	Guangzhou	night	61	（夜）晚黑	{(0)2b}	351	night	4082	（夜）晚黑
1528	Guangzhou	night	61	（夜）晚黑	{02b}	346	night	4082	（夜）晚黑
1529	Suzhou	night	61	夜	0	344	night	4082	夜
1530	Meixian	night	61	夜晡头	0fg	338	night	4082	夜晡头
1531	Nanchang	night	61	夜里	0a	349	night	4082	夜里
1532	Fuzhou	night	61	暝晡mang31muo+44	11	347	night	4082	暝晡mang31muo+44
1533	Ningxia	night	61	夜里、黑夜	0a	349	night	4082	夜里
1534	Lianchang	night	61	夜晡	0f	352	night	4082	夜晡
1535	Ningbo	night	61	夜	0	344	night	4082	夜
1536	Yingshan	night	61	黒了	9	336	night	4082	黒了
1537	Chengdu	night	61	夜	0	344	night	4082	夜
1538	Zhanping	night	61	冥时	4	341	night	4082	冥时
1539	Zhanping	night	61	暗（昏）时	5	340	night	4082	暗时
1540	Zhanping	night	61	暗昏仔	6	348	night	4082	暗昏仔
1541	Zhanping	night	61	透暗	7	345	night	4082	透暗
1542	Shanghai	night	61	夜里(乡)	0a	349	night	4082	夜里
1543	Shanghai	night	61	夜里(乡)	0ad	335	night	4082	夜里(乡)
1544	Shanghai_B	night	61	夜里(乡)	0a	349	night	4082	夜里
1545	Shanghai_B	night	61	夜里(乡)	0ad	335	night	4082	夜里(乡)
1546	Xiamen	night	61	下昏时	8	337	night	4082	下昏时
1547	Xiamen	night	61	冥时	4	341	night	4082	冥时
1548	Xiamen	night	61	暗时	5	340	night	4082	暗时
1549	Anyi	night	61	夜里	0a	349	night	4082	夜里
1550	Anyi	night	61	夜头	0c	350	night	4082	夜头
1551	Beijing	night	61	夜里(le)	0a	349	night	4082	夜里
1552	Beijing	night	61	黑下（xia）	3b	353	night	4082	黑下（xia）
1553	Wenzhou	night	61	夜里	0a	349	night	4082	夜里
1554	Taibei	night	61	am31 si13暗時	3	342	night	4082	am31 si13暗時
1555	Wuhan	night	61	夜里	0a	349	night	4082	夜里
1556	Wuhan	night	61	夜晚	{02}	339	night	4082	夜晚
1557	Taiyuan	night	61	黑夜	b0	343	night	4082	黑夜
1558	Yuci	night	61	黑夜	b0	343	night	4082	黑夜
1559	Changsha	night	61	夜里	0a	349	night	4082	夜里
1560	Shuangfeng	night	61	夜里	0a	349	night	4082	夜里
#
1561	Guangzhou	nose	62	鼻哥	0f	360	nose	4103	鼻哥
1562	Suzhou	nose	62	鼻头	0c	358	nose	4103	鼻头
1563	Meixian	nose	62	鼻公	0a	356	nose	4103	鼻公
1564	Nanchang	nose	62	鼻公	0a	356	nose	4103	鼻公
1565	Fuzhou	nose	62	鼻	0	354	nose	4103	鼻
1566	Ningxia	nose	62	鼻子	0b	357	nose	4103	鼻子
1567	Lianchang	nose	62	鼻公	0a	356	nose	4103	鼻公
1568	Ningbo	nose	62	鼻头骨	0ce	355	nose	4103	鼻头骨
1569	Yingshan	nose	62	鼻公	0a	356	nose	4103	鼻公
1570	Chengdu	nose	62	鼻	0	354	nose	4103	鼻
1571	Zhanping	nose	62	鼻管：后字读kong3	0a	356	nose	4103	鼻公
1572	Shanghai	nose	62	鼻头	0c	358	nose	4103	鼻头
1573	Shanghai_B	nose	62	鼻头	0c	358	nose	4103	鼻头
1574	Xiamen	nose	62	鼻 a51	0d	359	nose	4103	鼻 a51
1575	Anyi	nose	62	鼻公	0a	356	nose	4103	鼻公
1576	Beijing	nose	62	鼻子	0b	357	nose	4103	鼻子
1577	Wenzhou	nose	62	鼻头	0c	358	nose	4103	鼻头
1578	Taibei	nose	62	phiN33	0	354	nose	4103	鼻
1579	Wuhan	nose	62	鼻子	0b	357	nose	4103	鼻子
1580	Taiyuan	nose	62	鼻子	0b	357	nose	4103	鼻子
1581	Yuci	nose	62	鼻头	0c	358	nose	4103	鼻头
1582	Changsha	nose	62	鼻子	0b	357	nose	4103	鼻子
1583	Shuangfeng	nose	62	鼻公	0a	356	nose	4103	鼻公
#
1584	Guangzhou	not	63	唔[副词]	7	362	not	4105	唔
1585	Guangzhou	not	63	冇[动词]	8	361	not	4105	冇[动词]
