# Wordlist
@json: {"seeds": ["Nanchang,Yuci,Shanghai", "Fuzhou,Yingshan,Beijing"]}

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	WANGID	COGID	SWGLOSS	SWID	PROTO	SEEDID	LOAN
1402	Shuangfeng	moon	55	月光	0a	295	moon	3938	月光	295	0
#
3888	Guangzhou	mother	147	老母	a2	1069	mother	3950	老母	1069	0
3889	Guangzhou	mother	147	阿妈	b3	1076	mother	3950	阿妈	1076	0
3890	Guangzhou	mother	147	妈妈	3b	1085	mother	3950	妈妈	1085	0
3891	Suzhou	mother	147	娘	1	1075	mother	3950	娘	1075	0
3892	Suzhou	mother	147	姆妈	{23}	1083	mother	3950	姆妈	1083	0
3893	Meixian	mother	147	女-哀子	6	1070	mother	3950	女-哀子	1070	0
3894	Nanchang	mother	147	姆妈	{23}	1083	mother	3950	姆妈	1083	0
3895	Nanchang	mother	147	娘（背称）	1	1075	mother	3950	娘	1075	0
3896	Fuzhou	mother	147	娘奶	{14}	1081	mother	3950	娘奶	1081	0
3897	Fuzhou	mother	147	依*妈	c3	1084	mother	3950	依*妈	1084	0
3898	Fuzhou	mother	147	依*奶	c4	1079	mother	3950	依*奶	1079	0
3899	Ningxia	mother	147	妈	3	1073	mother	3950	妈	1073	0
3900	Lianchang	mother	147	*弥+女[背称]	5	1071	mother	3950	*弥+女[背称]	1071	0
3901	Ningbo	mother	147	姆妈	{23}	1083	mother	3950	姆妈	1083	0
3902	Ningbo	mother	147	阿妈	b3	1076	mother	3950	阿妈	1076	0
3903	Yingshan	mother	147	妈	3	1073	mother	3950	妈	1073	0
3904	Chengdu	mother	147	妈[妈]	3	1073	mother	3950	妈	1073	0
3905	Chengdu	mother	147	妈[妈]	3b	1085	mother	3950	妈妈	1085	0
3906	Zhanping	mother	147	娘li3	1	1075	mother	3950	娘	1075	0
3907	Zhanping	mother	147	姆妈	{23}	1083	mother	3950	姆妈	1083	0
3908	Shanghai	mother	147	娘	1	1075	mother	3950	娘	1075	0
3909	Shanghai_B	mother	147	m ma	{23}	1083	mother	3950	姆妈	1083	0
3910	Xiamen	mother	147	老母	a2	1069	mother	3950	老母	1069	0
3911	Xiamen	mother	147	阿母	b2	1082	mother	3950	阿母	1082	0
3912	Anyi	mother	147	娘(背稱),姆媽(面稱)	1	1075	mother	3950	娘	1075	0
3913	Beijing	mother	147	妈[妈]	3	1073	mother	3950	妈	1073	0
3914	Beijing	mother	147	妈[妈]	3b	1085	mother	3950	妈妈	1085	0
3915	Beijing	mother	147	娘	1	1075	mother	3950	娘	1075	0
3916	Wenzhou	mother	147	阿Ú奶	b4	1080	mother	3950	阿Ú奶	1080	0
3917	Wenzhou	mother	147	Ú奶、	4	1072	mother	3950	Ú奶、	1072	0
3918	Taibei	mother	147	lau33 bu53老母	a2	1069	mother	3950	老母	1069	0
3919	Wuhan	mother	147	姆妈	{23}	1083	mother	3950	姆妈	1083	0
3920	Wuhan	mother	147	妈妈	3b	1085	mother	3950	妈妈	1085	0
3921	Taiyuan	mother	147	妈妈	3b	1085	mother	3950	妈妈	1085	0
3922	Taiyuan	mother	147	妈	3	1073	mother	3950	妈	1073	0
3923	Yuci	mother	147	妈来	3d	1078	mother	3950	妈来	1078	0
3924	Changsha	mother	147	娘[老子]	1b	1068	mother	3950	娘[老子]	1068	0
3925	Changsha	mother	147	妈妈	3a	1077	mother	3950	妈妈	1077	0
3926	Changsha	mother	147	姆妈	{23}	1083	mother	3950	姆妈	1083	0
3927	Shuangfeng	mother	147	娘	1	1075	mother	3950	娘	1075	0
3928	Shuangfeng	mother	147	姆[]ma$~33	2	1074	mother	3950	姆[]ma$~33	1074	0
#
1403	Guangzhou	mountain	56	山	0	301	mountain	3963	山	301	0
1404	Suzhou	mountain	56	山	0	301	mountain	3963	山	301	0
1405	Meixian	mountain	56	山	0	301	mountain	3963	山	301	0
1406	Nanchang	mountain	56	山	0	301	mountain	3963	山	301	0
1407	Fuzhou	mountain	56	山	0	301	mountain	3963	山	301	0
1408	Ningxia	mountain	56	山	0	301	mountain	3963	山	301	0
1409	Lianchang	mountain	56	山	0	301	mountain	3963	山	301	0
1410	Ningbo	mountain	56	山	0	301	mountain	3963	山	301	0
1411	Yingshan	mountain	56	山	0	301	mountain	3963	山	301	0
1412	Chengdu	mountain	56	山	0	301	mountain	3963	山	301	0
1413	Zhanping	mountain	56	山	0	301	mountain	3963	山	301	0
1414	Shanghai	mountain	56	山	0	301	mountain	3963	山	301	0
1415	Shanghai_B	mountain	56	山	0	301	mountain	3963	山	301	0
1416	Xiamen	mountain	56	山	0	301	mountain	3963	山	301	0
1417	Anyi	mountain	56	岭	1	300	mountain	3963	岭	300	0
1418	Anyi	mountain	56	山	0	301	mountain	3963	山	301	0
1419	Beijing	mountain	56	山	0	301	mountain	3963	山	301	0
1420	Wenzhou	mountain	56	山	0	301	mountain	3963	山	301	0
1421	Taibei	mountain	56	suaN44山	0	301	mountain	3963	山	301	0
1422	Wuhan	mountain	56	山	0	301	mountain	3963	山	301	0
1423	Taiyuan	mountain	56	山	0	301	mountain	3963	山	301	0
1424	Yuci	mountain	56	山	0	301	mountain	3963	山	301	0
1425	Changsha	mountain	56	山	0	301	mountain	3963	山	301	0
1426	Shuangfeng	mountain	56	山	0	301	mountain	3963	山	301	0
#
1427	Guangzhou	mouth	57	嘴	1	310	mouth	3968	嘴	310	0
1428	Guangzhou	mouth	57	口	0	311	mouth	3968	嘴	311	0
1429	Suzhou	mouth	57	嘴巴	1a	305	mouth	3968	嘴巴	305	0
1430	Meixian	mouth	57	啜	4	307	mouth	3968	啜	307	0
1431	Nanchang	mouth	57	嘴巴	1a	305	mouth	3968	嘴巴	305	0
1432	Fuzhou	mouth	57	喙	2	309	mouth	3968	喙	309	0
1433	Ningxia	mouth	57	嘴	0	311	mouth	3968	嘴	311	0
1434	Lianchang	mouth	57	喙	2	309	mouth	3968	喙	309	0
1435	Ningbo	mouth	57	嘴巴	1a	305	mouth	3968	嘴巴	305	0
1436	Yingshan	mouth	57	叽巴	3	308	mouth	3968	叽巴	308	0
1437	Chengdu	mouth	57	嘴	0	311	mouth	3968	嘴	311	0
1438	Zhanping	mouth	57	喙（佬）	2	309	mouth	3968	喙	309	0
1439	Zhanping	mouth	57	喙（佬）	2d	312	mouth	3968	喙（佬）	312	0
1440	Shanghai	mouth	57	嘴巴	1a	305	mouth	3968	嘴巴	305	0
1441	Shanghai_B	mouth	57	嘴巴	1a	305	mouth	3968	嘴巴	305	0
1442	Xiamen	mouth	57	喙	2	309	mouth	3968	喙	309	0
1443	Anyi	mouth	57	嘴咙	1f	302	mouth	3968	嘴咙	302	0
1444	Beijing	mouth	57	嘴	1	310	mouth	3968	嘴	310	0
1445	Wenzhou	mouth	57	嘴[嘴]	1c	303	mouth	3968	嘴[嘴]	303	0
1446	Taibei	mouth	57	tshui31喙	2	309	mouth	3968	喙	309	0
1447	Wuhan	mouth	57	嘴[巴[子]]	1(ab)	306	mouth	3968	嘴[巴[子]]	306	0
1448	Wuhan	mouth	57	嘴[巴[子]]	1ab	304	mouth	3968	嘴[巴[子]]	304	0
1449	Taiyuan	mouth	57	嘴	1	310	mouth	3968	嘴	310	0
1450	Yuci	mouth	57	嘴	1	310	mouth	3968	嘴	308	1
1451	Changsha	mouth	57	嘴巴	1a	305	mouth	3968	嘴巴	305	0
1452	Shuangfeng	mouth	57	嘴巴	1a	305	mouth	3968	嘴巴	305	0
#
1453	Guangzhou	name	58	名	0	316	name	4019	名	316	0
1454	Suzhou	name	58	名字	{01}	315	name	4019	名子	315	0
1455	Meixian	name	58	名	0	316	name	4019	名	316	0
1456	Nanchang	name	58	名字	{01}	315	name	4019	名子	315	0
1457	Fuzhou	name	58	名字	{01}	315	name	4019	名子	315	0
1458	Ningxia	name	58	名字	{01}	315	name	4019	名子	315	0
1459	Lianchang	name	58	名字	{01}	315	name	4019	名子	315	0
1460	Ningbo	name	58	名字	{01}	315	name	4019	名子	315	0
1461	Yingshan	name	58	名字	{01}	315	name	4019	名子	315	0
1462	Chengdu	name	58	名字	{01}	315	name	4019	名子	315	0
1463	Zhanping	name	58	名（字）	{0(1)}	314	name	4019	名（字）	314	0
1464	Zhanping	name	58	名（字）	{01}	315	name	4019	名子	315	0
1465	Shanghai	name	58	名子	{01}	315	name	4019	名子	315	0
1466	Shanghai_B	name	58	名子	{01}	315	name	4019	名子	315	0
1467	Xiamen	name	58	名	0	316	name	4019	名	316	0
1468	Anyi	name	58	名字	{01}	315	name	4019	名子	315	0
1469	Beijing	name	58	名字	{01}	315	name	4019	名子	315	0
1470	Beijing	name	58	名儿	0a	313	name	4019	名儿	313	0
1471	Wenzhou	name	58	名字	{01}	315	name	4019	名子	315	0
1472	Taibei	name	58	biaN13名	0	316	name	4019	名	316	0
1473	Wuhan	name	58	名字	{01}	315	name	4019	名子	315	0
1474	Taiyuan	name	58	名字	{01}	315	name	4019	名子	315	0
1475	Yuci	name	58	名字	{01}	315	name	4019	名子	315	0
1476	Changsha	name	58	名字	{01}	315	name	4019	名子	315	0
1477	Shuangfeng	name	58	名字	{01}	315	name	4019	名子	315	0
#
3929	Guangzhou	narrow	148	窄	1	1087	narrow	4028	窄	1087	0
3930	Suzhou	narrow	148	狭	0	1088	narrow	4028	狭	1088	0
3931	Meixian	narrow	148	狭	0	1088	narrow	4028	狭	1088	0
3932	Nanchang	narrow	148	狭	0	1088	narrow	4028	狭	1087	1
3933	Fuzhou	narrow	148	窄	1	1087	narrow	4028	窄	1087	0
3934	Fuzhou	narrow	148	狭	0	1088	narrow	4028	狭	1088	0
3935	Ningxia	narrow	148	窄	1	1087	narrow	4028	窄	1087	0
3936	Lianchang	narrow	148	狭	0	1088	narrow	4028	狭	1088	0
3937	Ningbo	narrow	148	狭	0	1088	narrow	4028	狭	1088	0
3938	Yingshan	narrow	148	窄	1	1087	narrow	4028	窄	1087	0
3939	Chengdu	narrow	148	窄	1	1087	narrow	4028	窄	1087	0
3940	Zhanping	narrow	148	狭	0	1088	narrow	4028	狭	1088	0
3941	Shanghai	narrow	148	狭	0	1088	narrow	4028	狭	1088	0
3942	Shanghai_B	narrow	148	狭	0	1088	narrow	4028	狭	1088	0
3943	Xiamen	narrow	148	狭	0	1088	narrow	4028	狭	1088	0
3944	Anyi	narrow	148	狭	0	1088	narrow	4028	狭	1088	0
3945	Beijing	narrow	148	窄	1	1087	narrow	4028	窄	1087	0
3946	Beijing	narrow	148	细溜	2	1086	narrow	4028	细溜	1086	0
3947	Wenzhou	narrow	148	狭	0	1088	narrow	4028	狭	1088	0
3948	Taibei	narrow	148	eh33狹	0	1088	narrow	4028	狭	1088	0
3949	Wuhan	narrow	148	窄	1	1087	narrow	4028	窄	1087	0
3950	Taiyuan	narrow	148	窄	1	1087	narrow	4028	窄	1087	0
3951	Yuci	narrow	148	窄	1	1087	narrow	4028	窄	1087	0
3952	Changsha	narrow	148	窄	1	1087	narrow	4028	窄	1087	0
3953	Shuangfeng	narrow	148	狭	0	1088	narrow	4028	狭	1088	0
#
3954	Guangzhou	near	149	近	0	1089	near	4039	近	1089	0
3955	Suzhou	near	149	近	0	1089	near	4039	近	1089	0
3956	Meixian	near	149	近	0	1089	near	4039	近	1089	0
3957	Nanchang	near	149	近	0	1089	near	4039	近	1089	0
3958	Fuzhou	near	149	近	0	1089	near	4039	近	1089	0
3959	Ningxia	near	149	近	0	1089	near	4039	近	1089	0
3960	Lianchang	near	149	近	0	1089	near	4039	近	1089	0
3961	Ningbo	near	149	近	0	1089	near	4039	近	1089	0
3962	Yingshan	near	149	近	0	1089	near	4039	近	1089	0
3963	Chengdu	near	149	近	0	1089	near	4039	近	1089	0
3964	Zhanping	near	149	近	0	1089	near	4039	近	1089	0
3965	Shanghai	near	149	近	0	1089	near	4039	近	1089	0
3966	Shanghai_B	near	149	近	0	1089	near	4039	近	1089	0
3967	Xiamen	near	149	近	0	1089	near	4039	近	1089	0
3968	Anyi	near	149	近	0	1089	near	4039	近	1089	0
3969	Beijing	near	149	近	0	1089	near	4039	近	1089	0
3970	Wenzhou	near	149	近	0	1089	near	4039	近	1089	0
3971	Taibei	near	149	kin33近	0	1089	near	4039	近	1089	0
3972	Wuhan	near	149	近	0	1089	near	4039	近	1089	0
3973	Taiyuan	near	149	近	0	1089	near	4039	近	1089	0
3974	Yuci	near	149	近	0	1089	near	4039	近	1089	0
3975	Changsha	near	149	近	0	1089	near	4039	近	1089	0
3976	Shuangfeng	near	149	近	0	1089	near	4039	近	1089	0
#
1478	Guangzhou	neck	59	颈	0	324	neck	4046	颈	324	0
1479	Suzhou	neck	59	头颈	a0	319	neck	4046	头颈	319	0
1480	Suzhou	neck	59	头根	ab	328	neck	4046	头根	328	0
1481	Meixian	neck	59	颈筋	0h	325	neck	4046	颈筋	325	0
1482	Nanchang	neck	59	颈	0	324	neck	4046	颈	324	0
1483	Fuzhou	neck	59	脰骨	4g	321	neck	4046	脰骨	321	0
1484	Ningxia	neck	59	脖子	1d	318	neck	4046	脖子	318	0
1485	Lianchang	neck	59	颈骨	0g	333	neck	4046	颈骨	333	0
1486	Ningbo	neck	59	头颈	a0	319	neck	4046	头颈	319	0
1487	Yingshan	neck	59	颈瑯*骨	0fg	320	neck	4046	颈瑯*骨	320	0
1488	Chengdu	neck	59	颈项	{03}	326	neck	4046	颈项	326	0
1489	Zhanping	neck	59	颔颈：读am5 kin3	{20}	327	neck	4046	颔颈：读am5 kin3	327	0
1490	Shanghai	neck	59	头颈	a0	319	neck	4046	头颈	319	0
1491	Shanghai_B	neck	59	头颈	a0	319	neck	4046	头颈	319	0
1492	Xiamen	neck	59	颔管	2e	331	neck	4046	颔管	331	0
1493	Anyi	neck	59	颈	0	324	neck	4046	颈	324	0
1494	Beijing	neck	59	脖子	1d	318	neck	4046	脖子	318	0
1495	Wenzhou	neck	59	头颈	a0	319	neck	4046	头颈	319	0
1496	Taibei	neck	59	am33 kun53頷?	2	322	neck	4046	am33 kun53頷?	322	0
1497	Wuhan	neck	59	颈子	0d	332	neck	4046	颈子	332	0
1498	Taiyuan	neck	59	脖子	1d	318	neck	4046	脖子	318	0
1499	Yuci	neck	59	脖	1	323	neck	4046	脖	323	0
1500	Changsha	neck	59	颈根	0b	330	neck	4046	颈根	330	0
1501	Changsha	neck	59	颈箍	0c	317	neck	4046	颈箍	317	0
1502	Shuangfeng	neck	59	颈壳	0a	329	neck	4046	颈壳	329	0
#
1503	Guangzhou	new	60	新	0	334	new	4068	新	334	0
1504	Suzhou	new	60	新	0	334	new	4068	新	334	0
1505	Meixian	new	60	新	0	334	new	4068	新	334	0
1506	Nanchang	new	60	新	0	334	new	4068	新	334	0
1507	Fuzhou	new	60	新	0	334	new	4068	新	334	0
1508	Ningxia	new	60	新	0	334	new	4068	新	334	0
1509	Lianchang	new	60	新	0	334	new	4068	新	334	0
1510	Ningbo	new	60	新	0	334	new	4068	新	334	0
1511	Yingshan	new	60	新	0	334	new	4068	新	334	0
1512	Chengdu	new	60	新	0	334	new	4068	新	334	0
1513	Zhanping	new	60	新	0	334	new	4068	新	334	0
1514	Shanghai	new	60	新	0	334	new	4068	新	334	0
1515	Shanghai_B	new	60	新	0	334	new	4068	新	334	0
1516	Xiamen	new	60	新	0	334	new	4068	新	334	0
1517	Anyi	new	60	新	0	334	new	4068	新	334	0
1518	Beijing	new	60	新	0	334	new	4068	新	334	0
1519	Wenzhou	new	60	新	0	334	new	4068	新	334	0
1520	Taibei	new	60	sin44新	0	334	new	4068	新	334	0
1521	Wuhan	new	60	新	0	334	new	4068	新	334	0
1522	Taiyuan	new	60	新	0	334	new	4068	新	334	0
1523	Yuci	new	60	新	0	334	new	4068	新	334	0
1524	Changsha	new	60	新	0	334	new	4068	新	334	0
1525	Shuangfeng	new	60	新	0	334	new	4068	新	334	0
#
1526	Guangzhou	night	61	夜晚	{02}	339	night	4082	夜晚	339	0
1527	Guangzhou	night	61	（夜）晚黑	{(0)2b}	351	night	4082	（夜）晚黑	351	0
1528	Guangzhou	night	61	（夜）晚黑	{02b}	346	night	4082	（夜）晚黑	346	0
1529	Suzhou	night	61	夜	0	344	night	4082	夜	344	0
1530	Meixian	night	61	夜晡头	0fg	338	night	4082	夜晡头	338	0
1531	Nanchang	night	61	夜里	0a	349	night	4082	夜里	347	1
1532	Fuzhou	night	61	暝晡mang31muo+44	11	347	night	4082	暝晡mang31muo+44	347	0
1533	Ningxia	night	61	夜里、黑夜	0a	349	night	4082	夜里	349	0
1534	Lianchang	night	61	夜晡	0f	352	night	4082	夜晡	352	0
1535	Ningbo	night	61	夜	0	344	night	4082	夜	344	0
1536	Yingshan	night	61	黒了	9	336	night	4082	黒了	336	0
1537	Chengdu	night	61	夜	0	344	night	4082	夜	344	0
1538	Zhanping	night	61	冥时	4	341	night	4082	冥时	341	0
1539	Zhanping	night	61	暗（昏）时	5	340	night	4082	暗时	340	0
1540	Zhanping	night	61	暗昏仔	6	348	night	4082	暗昏仔	348	0
1541	Zhanping	night	61	透暗	7	345	night	4082	透暗	345	0
1542	Shanghai	night	61	夜里(乡)	0a	349	night	4082	夜里	349	0
1543	Shanghai	night	61	夜里(乡)	0ad	335	night	4082	夜里(乡)	335	0
1544	Shanghai_B	night	61	夜里(乡)	0a	349	night	4082	夜里	349	0
1545	Shanghai_B	night	61	夜里(乡)	0ad	335	night	4082	夜里(乡)	335	0
1546	Xiamen	night	61	下昏时	8	337	night	4082	下昏时	337	0
1547	Xiamen	night	61	冥时	4	341	night	4082	冥时	341	0
1548	Xiamen	night	61	暗时	5	340	night	4082	暗时	340	0
1549	Anyi	night	61	夜里	0a	349	night	4082	夜里	349	0
1550	Anyi	night	61	夜头	0c	350	night	4082	夜头	350	0
1551	Beijing	night	61	夜里(le)	0a	349	night	4082	夜里	349	0
1552	Beijing	night	61	黑下（xia）	3b	353	night	4082	黑下（xia）	353	0
1553	Wenzhou	night	61	夜里	0a	349	night	4082	夜里	349	0
1554	Taibei	night	61	am31 si13暗時	3	342	night	4082	am31 si13暗時	342	0
1555	Wuhan	night	61	夜里	0a	349	night	4082	夜里	349	0
1556	Wuhan	night	61	夜晚	{02}	339	night	4082	夜晚	339	0
1557	Taiyuan	night	61	黑夜	b0	343	night	4082	黑夜	343	0
1558	Yuci	night	61	黑夜	b0	343	night	4082	黑夜	336	1
1559	Changsha	night	61	夜里	0a	349	night	4082	夜里	349	0
1560	Shuangfeng	night	61	夜里	0a	349	night	4082	夜里	349	0
#
1561	Guangzhou	nose	62	鼻哥	0f	360	nose	4103	鼻哥	360	0
1562	Suzhou	nose	62	鼻头	0c	358	nose	4103	鼻头	358	0
1563	Meixian	nose	62	鼻公	0a	356	nose	4103	鼻公	356	0
1564	Nanchang	nose	62	鼻公	0a	356	nose	4103	鼻公	356	0
1565	Fuzhou	nose	62	鼻	0	354	nose	4103	鼻	354	0
1566	Ningxia	nose	62	鼻子	0b	357	nose	4103	鼻子	357	0
1567	Lianchang	nose	62	鼻公	0a	356	nose	4103	鼻公	356	0
1568	Ningbo	nose	62	鼻头骨	0ce	355	nose	4103	鼻头骨	355	0
1569	Yingshan	nose	62	鼻公	0a	356	nose	4103	鼻公	356	0
1570	Chengdu	nose	62	鼻	0	354	nose	4103	鼻	354	0
1571	Zhanping	nose	62	鼻管：后字读kong3	0a	356	nose	4103	鼻公	356	0
1572	Shanghai	nose	62	鼻头	0c	358	nose	4103	鼻头	357	1
1573	Shanghai_B	nose	62	鼻头	0c	358	nose	4103	鼻头	358	0
1574	Xiamen	nose	62	鼻 a51	0d	359	nose	4103	鼻 a51	359	0
1575	Anyi	nose	62	鼻公	0a	356	nose	4103	鼻公	356	0
1576	Beijing	nose	62	鼻子	0b	357	nose	4103	鼻子	357	0
1577	Wenzhou	nose	62	鼻头	0c	358	nose	4103	鼻头	358	0
1578	Taibei	nose	62	phiN33	0	354	nose	4103	鼻	354	0
1579	Wuhan	nose	62	鼻子	0b	357	nose	4103	鼻子	357	0
1580	Taiyuan	nose	62	鼻子	0b	357	nose	4103	鼻子	357	0
1581	Yuci	nose	62	鼻头	0c	358	nose	4103	鼻头	358	0
1582	Changsha	nose	62	鼻子	0b	357	nose	4103	鼻子	357	0
1583	Shuangfeng	nose	62	鼻公	0a	356	nose	4103	鼻公	356	0
#
1584	Guangzhou	not	63	唔[副词]	7	362	not	4105	唔	362	0
1585	Guangzhou	not	63	冇[动词]	8	361	not	4105	冇[动词]	361	0
1586	Suzhou	not	63	勿	2	367	not	4105	勿	367	0
1587	Meixian	not	63	唔	7	362	not	4105	唔	362	0
1588	Nanchang	not	63	不	0	368	not	4105	不	368	0
1589	Fuzhou	not	63	伓	5	364	not	4105	伓	364	0
1590	Ningxia	not	63	不	0	368	not	4105	不	368	0
1591	Lianchang	not	63	无	3	366	not	4105	无	366	0
1592	Lianchang	not	63	懒[表意愿]	6	363	not	4105	懒[表意愿]	363	0
1593	Ningbo	not	63	勿	2	367	not	4105	勿	367	0
1594	Yingshan	not	63	不	0	368	not	4105	不	368	0
1595	Chengdu	not	63	不	0	368	not	4105	不	368	0
1596	Zhanping	not	63	伓	5	364	not	4105	伓	364	0
1597	Zhanping	not	63	无：也有“勿会bi6”，这是“伓m1会i6”的合音	3	366	not	4105	无	366	0
1598	Shanghai	not	63	勿	2	367	not	4105	勿	367	0
1599	Shanghai_B	not	63	勿	2	367	not	4105	勿	367	0
1600	Xiamen	not	63	勿会	5	364	not	4105	伓	364	0
1601	Xiamen	not	63	无	3	366	not	4105	无	366	0
1602	Xiamen	not	63	*呣m33	4	365	not	4105	m33 ?	365	0
1603	Anyi	not	63	不	0	368	not	4105	不	368	0
1604	Beijing	not	63	不	0	368	not	4105	不	368	0
1605	Wenzhou	not	63	不	0	368	not	4105	不	368	0
1606	Taibei	not	63	m33 ?	4	365	not	4105	m33 ?	365	0
1607	Wuhan	not	63	不	0	368	not	4105	不	368	0
1608	Taiyuan	not	63	不	0	368	not	4105	不	368	0
1609	Yuci	not	63	不	0	368	not	4105	不	368	0
1610	Changsha	not	63	不	0	368	not	4105	不	368	0
1611	Shuangfeng	not	63	不	0	368	not	4105	不	368	0
#
3977	Guangzhou	old	150	老	0	1091	old	4201	老	1091	0
3978	Suzhou	old	150	老	0	1091	old	4201	老	1091	0
3979	Meixian	old	150	老	0	1091	old	4201	老	1091	0
3980	Nanchang	old	150	老	0	1091	old	4201	老	1091	0
3981	Fuzhou	old	150	老	0	1091	old	4201	老	1091	0
3982	Ningxia	old	150	老的	0a	1090	old	4201	老的	1090	0
3983	Lianchang	old	150	老	0	1091	old	4201	老	1091	0
3984	Ningbo	old	150	老的	0a	1090	old	4201	老的	1090	0
3985	Yingshan	old	150	老	0	1091	old	4201	老	1091	0
3986	Chengdu	old	150	老的（不年轻）	0a	1090	old	4201	老的	1090	0
3987	Zhanping	old	150	老	0	1091	old	4201	老	1091	0
3988	Shanghai	old	150	老	0	1091	old	4201	老	1091	0
3989	Shanghai_B	old	150	老ge	0	1091	old	4201	老	1091	0
3990	Xiamen	old	150	老	0	1091	old	4201	老	1091	0
3991	Anyi	old	150	老（不年轻）	0	1091	old	4201	老	1091	0
3992	Beijing	old	150	老	0	1091	old	4201	老	1091	0
3993	Wenzhou	old	150	老	0	1091	old	4201	老	1091	0
3994	Taibei	old	150	lau33老	0	1091	old	4201	老	1091	0
3995	Wuhan	old	150	老	0	1091	old	4201	老	1091	0
3996	Taiyuan	old	150	老	0	1091	old	4201	老	1091	0
3997	Yuci	old	150	老	0	1091	old	4201	老	1091	0
3998	Changsha	old	150	老	0	1091	old	4201	老	1091	0
3999	Shuangfeng	old	150	老	0	1091	old	4201	老	1091	0
#
1612	Guangzhou	one	64	一	0	371	one	4211	一	371	0
1613	Suzhou	one	64	一	0	371	one	4211	一	371	0
1614	Meixian	one	64	一	0	371	one	4211	一	371	0
1615	Nanchang	one	64	一	0	371	one	4211	一	371	0
1616	Fuzhou	one	64	一\蜀	0	371	one	4211	一	371	0
1617	Ningxia	one	64	一	0	371	one	4211	一	371	0
1618	Lianchang	one	64	一	0	371	one	4211	一	371	0
1619	Ningbo	one	64	一	0	371	one	4211	一	371	0
1620	Yingshan	one	64	一	0	371	one	4211	一	371	0
1621	Chengdu	one	64	一	0	371	one	4211	一	371	0
1622	Zhanping	one	64	tsie6	0	371	one	4211	一	371	0
1623	Zhanping	one	64	一	2	369	one	4211	一	369	0
1624	Shanghai	one	64	一	0	371	one	4211	一	371	0
1625	Shanghai_B	one	64	一	0	371	one	4211	一	371	0
1626	Xiamen	one	64	一	0	371	one	4211	一	371	0
1627	Anyi	one	64	一	0	371	one	4211	一	371	0
1628	Beijing	one	64	一	0	371	one	4211	一	371	0
1629	Wenzhou	one	64	一	0	371	one	4211	一	371	0
1630	Taibei	one	64	tsit33蜀	1	370	one	4211	tsit33蜀	370	0
1631	Wuhan	one	64	一	0	371	one	4211	一	371	0
1632	Taiyuan	one	64	一	0	371	one	4211	一	371	0
1633	Yuci	one	64	一	0	371	one	4211	一	371	0
1634	Changsha	one	64	一	0	371	one	4211	一	371	0
1635	Shuangfeng	one	64	一	0	371	one	4211	一	371	0
#
1636	Guangzhou	path	65	路	0	375	road	5116	路	375	0
1637	Suzhou	path	65	马路	a0	372	road	5116	马路	372	0
1638	Meixian	path	65	路	0	375	road	5116	路	375	0
1639	Nanchang	path	65	路	0	375	road	5116	路	374	1
1640	Fuzhou	path	65	墿	2	374	road	5116	墿	374	0
1641	Ningxia	path	65	路	0	375	road	5116	路	375	0
1642	Lianchang	path	65	路	0	375	road	5116	路	375	0
1643	Ningbo	path	65	路	0	375	road	5116	路	375	0
1644	Yingshan	path	65	路	0	375	road	5116	路	375	0
1645	Chengdu	path	65	路	0	375	road	5116	路	375	0
1646	Zhanping	path	65	路	0	375	road	5116	路	375	0
1647	Shanghai	path	65	路	0	375	road	5116	路	375	0
1648	Shanghai_B	path	65	路	0	375	road	5116	路	375	0
1649	Xiamen	path	65	路	0	375	road	5116	路	375	0
1650	Anyi	path	65	路	0	375	road	5116	路	375	0
1651	Beijing	path	65	道儿	3a	373	road	5116	道儿	373	0
1652	Beijing	path	65	路	0	375	road	5116	路	375	0
1653	Wenzhou	path	65	路	0	375	road	5116	路	375	0
1654	Taibei	path	65	loo33路	0	375	road	5116	路	375	0
1655	Wuhan	path	65	路	0	375	road	5116	路	375	0
1656	Taiyuan	path	65	道儿	3a	373	road	5116	道儿	373	0
1657	Taiyuan	path	65	路	0	375	road	5116	路	375	0
1658	Yuci	path	65	道儿	3a	373	road	5116	道儿	373	0
1659	Yuci	path	65	路	0	375	road	5116	路	375	0
1660	Changsha	path	65	路	0	375	road	5116	路	375	0
1661	Shuangfeng	path	65	路	0	375	road	5116	路	375	0
#
1662	Guangzhou	person	66	人	0	379	person	4437	人	379	0
1663	Suzhou	person	66	人	0	379	person	4437	人	379	0
1664	Meixian	person	66	人	0	379	person	4437	人	379	0
1665	Nanchang	person	66	人	0	379	person	4437	人	379	0
1666	Fuzhou	person	66	农	1	378	person	4437	农	378	0
1667	Ningxia	person	66	人	0	379	person	4437	人	379	0
1668	Lianchang	person	66	人	0	379	person	4437	人	379	0
1669	Ningbo	person	66	人	0	379	person	4437	人	379	0
1670	Yingshan	person	66	人	0	379	person	4437	人	379	0
1671	Chengdu	person	66	人	0	379	person	4437	人	379	0
1672	Zhanping	person	66	侬	1	378	person	4437	农	378	0
1673	Shanghai	person	66	人	0	379	person	4437	人	379	0
1674	Shanghai_B	person	66	人	0	379	person	4437	人	379	0
1675	Xiamen	person	66	人（侬）	0(1)	379	person	4437	人（侬）	379	0
1677	Anyi	person	66	人	0	379	person	4437	人	379	0
1678	Beijing	person	66	人	0	379	person	4437	人	379	0
